Feature ID	Taxon	Confidence
2e0b6020cb40844130378548cd362bd6	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999999899501747
79f20f8a2aa3d41d6ca75bb0e1fbb9a6	k__Bacteria; p__Cyanobacteria	0.9999999999872278
2199938de0408db43e9bf2f238664283	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales	0.9999999466450357
13cc8ea3db1c050a80b41e0dc2608079	k__Bacteria; p__Cyanobacteria; c__Chloroplast	0.988022485491446
5acb4b05234b6c33c41a67ef2c476a00	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus; s__	0.8812927413345232
4f3a7f2557aa5753e7753ce9545560f7	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__	0.9999999951963616
e6350f8f71af76435b5233d58b117195	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999998265565
12ee54846aa949c949ba84a4e3f7b0ac	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__	0.9999393297256456
15bc87d86579787646d05c0e222c5370	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Couchioplanes	0.8023832116740521
09d852c732748c351aa6fc96b056da02	k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__	0.9991066702914145
a4932b3a2b70b2f524abd420a62c6d8d	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.7158955148216499
9dbfda6b863923f5a4dc307e2a4803a2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__	0.9995978402056603
444108b700b25969bc68659ecccf1b07	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__; s__	0.9773368509648943
1d789c995a6b66354e0e7461ca1b666f	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__	0.9999999999971863
614aafe1d6cc71c26b6b04745cf7a58f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sporichthyaceae; g__; s__	0.9999300931548573
b5ebde0c622a33f8b32d1055fb1698ed	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__endophyticus	0.8127089616797705
4a7e0fbbd9390b48dcfa1fbe7db1f82f	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__	0.9999999999982379
ce7b89b9ebd9a9101feebe9c7061eaf3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Ammoniphilus; s__	0.9817357130028206
994497adc889bc90569198b3e833afa7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.9007197724171101
4b0414f8c92f3ecba4c8375667b7d28c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9999826349599457
99fe837abacd1991f08589fa82958704	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__	0.9999999999994742
8128ca63149dc49d817400b466c76347	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.7674700098974073
e0a147f1f2792d9ddaae1a9fd02fc2dc	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999922367286749
812882548265760358c08987c9f230d0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Geodermatophilus; s__	0.9827394399830731
25988383c9361a789de371647fa152b4	k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__	0.9999999527862269
e21971548e7a77f0717ea1d94c0c525e	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Pontibacter; s__	0.9999999999749463
d2329f171173ac109749510745b78263	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__badius	0.9973408232120636
941aa49a8112362b6499b977fcd201cf	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.9897690455738851
073d73b420751939079282ccab4a1e11	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae	0.9947956416707924
99657c6b28f4b4fcdd0b3e18e535450f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__xylanilytica	0.7626612829261628
4991ce364638dab8b49cdeee6ae1a834	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae	0.9999904422882107
81001ee50fb19770170ffa3e89e85af4	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__	0.9999999999994884
6a16304e016c96244eb679f045b4b094	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.9792967522729195
808f4d59d4c1a55888b3e734d0e8ae97	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.8806401852486873
10e1a7ddaf07341ace4c8e403660121b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__	0.7292820118746992
c9f5d0d05f502094668f7435d5d14230	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__clausii	0.9992178947796279
dec4c9c1240fbbc1b8e662fd98f70262	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__	0.9999999294008741
df1717ab5523a6f832a5f5229d03ae4c	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__	0.9999999999988489
0ec6e683bd59f8ef330a9c2a41581980	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.9013387850617269
6e3d83de6463f44c92ef31f55c07226e	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__	0.996708970656052
0ae46b40da50122ba451ca7e0a536f1d	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999995018243
522a73c2f512bd5c7fc6e08420e62c14	k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__	0.9711919595539574
7252d0d674264a32bcefeb55d5411ee0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Rhodocytophaga; s__	0.9999999998388205
12b70f9392b3d302e85947523ddf4843	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__	0.9956781454928704
451f8d307ef2d360b88b066f9be28206	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.7891357572435582
73b57a6b633c8ea5251a14a48faac1e2	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae	0.9979379511467078
a60a53316d3688317c43989fa09eb3a0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__	0.9999999999872671
9ddc308529e0b3ea170175a7f3b8b5f7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9798790706630223
4d8dba72ce0a81acf264678ea40b64e7	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Terribacillus; s__halophilus	0.8383094227647748
ece7dc58cd7788a05b096581ea0d86ac	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__selenatarsenatis	0.9726952930400683
2d2155a563a2389024e808f96a0b4915	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__	0.9006389091989907
8e7a0f38414e85fff5830a8905f39ec5	k__Bacteria; p__Cyanobacteria	0.9999999999868918
eeba378d84ef3fdd16eab2c5687e102d	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__	0.9993903154574989
71fd4b4497ee161f948c1440e2046610	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces	0.9089617604428146
0b1319ee5c6e16e22d2b9ea1b9af948e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9572034281442002
565c084098a58d2f0f0261c1bc088888	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__	0.9115116974466102
f8c9ef5d145ac01e7ebeb2c9ce8fa02b	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.8929828165714283
50617832688dc96ba31717c99001ef2b	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__	0.9999999999862581
4622895378e7aa42548899cf4ba57705	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9488077066292799
526c3061606ed218e507422fafce3143	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.999999999957268
0848cb2ef0909a264d75774442dd4fe3	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9999405193146607
812c6c6810a7810c8db6bb85509d264c	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Ardenscatenales; f__Ardenscatenaceae; g__Ardenscatena; s__	0.9999999548847153
21bd83a792984b03d162fe9ccbe5578d	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999744392486
2ff44ac8ac962957921d9e12fcbb9c47	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9998963178044855
00a8c1c936ec91f2f309f3ce19bf00e6	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999988230854
ba9de09d8d6ad7045f024795e2f1f704	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Chlamydomonadaceae; g__Acutodesmus; s__obliquus	0.9999997745458528
1b1cff74113f7629f0126c6625fb3cee	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.9943319521326582
a1cd7676634816bb485397d6c3cece14	k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__	0.9983139020255626
7bcd4df3cf55c16aa503178cd0411bc2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__	0.9999999999714362
155f552a7cca3cebae312f9dd18c308e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9998694076476693
19a44f17240a86c38448b50552b1ceb8	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__Cesiribacter; s__andamanensis	0.7064394903141956
1d37a4fcdcff5016b0e6907dd7df4ec7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__	0.9849006318711273
7070a2c5f921b3e84de87d49abc3261a	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__	0.9999999182342696
eb5ff6bc6120e4902e7053dfca2fd33e	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__	0.9553234467039186
5d4fb07775f201fb64b0537d0a60d0ec	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__	0.9999999999930793
1ed2b626a4a0700287a4ad73834fabd3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Myxococcaceae; g__Myxococcus; s__	0.9980983526781602
b41f5f50aa3431621c49fbc680c3ebed	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9999275537819087
6ef87a3371ccb46402e6ac933b468668	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9998683162712303
4a3b2aa8c1f25aa46c77aadc9cbb9ca0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.7988176483786253
edc4b841723282238bd0341fa7cce051	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999999880202
b582175ec781799bb1c05932cf4ecb5f	k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__; g__; s__	0.991863785568264
571000cad7f30ccf6b499e691ac96b57	k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__	0.9999999871468789
559c12fd8b8312b5ac7b83336d2172ac	k__Bacteria; p__Cyanobacteria; c__; o__; f__; g__; s__	0.9999769405883981
e78f9cc8cfb88f4e1b4be66c4a9f8df3	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__	0.9999997638245895
a14fa6aba4320fe34c453b93b589df99	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces	0.9650901947754992
5d50c484614e910ae4bcaa7358ba9962	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Actinotalea; s__	0.9894273985687938
b39ac631e5deedeecd11d0bb8e7f4eb7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__	0.9085793126324616
97139054f1ba58bddd64cb3dfcd295a2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Tepidibacter; s__	0.9993795768992098
c50d04af78c618173df3ade1e09a7ead	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Ammoniphilus; s__	0.9961739748662833
5f808530c8125cfe0858b331e4fae761	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__	0.9916904624664016
02abdad60db8ec639de80ffa712eeab3	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__	0.9999837409094194
721f49dc04551e585e248cdf9e2ec017	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__	0.8323765748433322
0d5ab0a8dc817f5e8d714e1c1040c15b	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9999996933619009
f7381484940824c68c3b37f86401c73d	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae	0.9999999999958635
e7e90fe045a65c85ef14be825cd5068e	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__badius	0.8776013477739996
80ce66552e0f79b6e2869e4d2ef52825	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__	0.9973830912138836
a806a29eba5c598a839371b286db680b	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	0.9366540609249803
578bf3b5bf9024d1deac4e4855951f3e	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__	0.9973624641692391
2aa3443671909f950580656912ccefb1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae	0.7106640979662946
6bedb858d0ff9afadec5903c709a9b87	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Terribacillus; s__	0.9986446103988555
309b45ddec638f470e99f64114c57dd2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__; s__	0.9905272070249521
8008038a577dd208e919669282e68447	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9999916229984604
0cb1eb95cf88efb2fe7a04dcbf6b1047	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Bogoriellaceae; g__Georgenia; s__	0.8921547812525588
b2d28a34790bad7f42e6380f43980a45	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae	0.9998801885418502
26d4c218843780c63d8c0ef1b240b422	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.8887942929651537
b8e21415057a70ea38dfa39b4b3a2059	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9294930710847445
e41a3556f9b736e4a023663193178f37	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.998549237503838
3e808e561bdf1dbb1e509d9e1f0dc6e9	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__	0.9006765371475812
f6cdbb8428b5bac2d87dfa66f1c9785e	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__	0.9999999999864002
65287d6bc598adb7c72e3eb48c2a603a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__	0.9999866444696991
657f71ad6291094f5ebe51ac989b69a4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__	0.9941793349383578
bd33615cd2cebe24e98a7778b7a8b03b	k__Bacteria; p__Cyanobacteria; c__ML635J-21; o__; f__; g__; s__	0.9999999992901962
167264802ab79101da6c04b5f00ac853	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__; s__	0.99283430929232
1954a3535ee45e8c9d2b07fdad7ff4a3	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae; g__Phormidium; s__	0.9900853910815929
c9600500cc98ef705e7a3099fe1ed1f0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__	0.8064427337767724
711d4eac41358c5df1eec5d6395edb0c	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__	0.9999999999995737
1db99a1ad65becac5f0b9bdee1497786	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__	0.8222426714347931
d48bd4a1be0a85aa5672dd3aa85ae241	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Balneimonas; s__	0.999979187650147
2276e82ef1cc1a7a2fead02c46e6a723	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__	0.999999999984098
f297d17b466da35197ce61cf17e4f83f	k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__	0.9999999858814875
0e9041cc6585b71230f73859c2144068	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__	0.9779507264575549
defb02d471a4177c9dc6e6f84be9deca	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__; s__	0.8584080548681307
48c0b5ac47a1d62ff75db2a1260f5ef0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999470374609266
e56a00c2ba1d9b36816708082312c5c4	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__; s__	0.9769569462638896
96e46db04f9cd95d83abfa2b4a461835	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae	0.999998736732579
85f412e685f3daf9b68de0ca2e7ef0d6	k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]; f__Rhodothermaceae; g__; s__	0.9999980144053455
4dc6cf4b468f10dc6c3597717eec248a	k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__	0.9999999997707363
